Campaign,Event,Latitude,Longitude,Date/Time,Elevation [m],Depth [m],G. aequilateralis [%],G. bulloides [%],G. calida [%],G. cavernula [%],G. conglobatus [%],G. crassaformis [%],S. dehiscens [%],G. digitata [%],N. dutertrei [%],G. falconensis [%],G. glutinata [%],G. hirsuta [%],T. humilis [%],G. inflata [%],G. menardii [%],C. nitida [%],P. obliquiloculata [%],N. pachyderma s [%],P/D int [%],G. quinqueloba s [%],G. quinqueloba d [%],G. quinqueloba [%],G. ruber p [%],G. ruber w [%],G. rubescens [%],G. trilobus tril [%],G. trilobus sac [%],G. scitula [%],G. tenellus [%],G. truncatulinoides s [%],G. truncatulinoides d [%],G. truncatulinoides [%],G. tumida [%],O. universa [%],G. uvula [%],G. mentum [%],P/D int [%],N. pachyderma d [%],Foram plankt oth [%],Foram plankt [#],Sample comment (Author or institute)
M12/1,GeoB1204-3,-25.045,5.4983,18/03/1990,-2241,0,4.5,15.1,0.6,0,0,2.8,0.5,0,7.2,0.7,3.3,1.7,0,25.1,3.3,0,0,0,6.2,0,1.1,1.1,0,10.1,0.4,1.9,0.4,3.4,0.2,5,4.1,9.1,0.6,1.9,0,3.9,1.6,4.6,0,695,Uwe Pflaumann
M12/1,GeoB1207-2,-24.5983,6.855,19/03/1990,-2593,0,4.1,16.9,0.6,0,0,1.6,0.2,0.4,8.8,0,6.1,2,0,22.1,1.7,0,0.1,0.1,6.3,0,0.3,0.3,0.1,9.2,1,4.5,1.1,1.3,0.6,3.1,4.7,7.8,0.9,2.2,0,2.6,3.7,2.7,0.1,995,Uwe Pflaumann
M12/1,GeoB1208-1,-24.4917,7.1133,19/03/1990,-2971,0,2.4,10.5,1.6,0,0,2.2,0,0.2,13.5,0.5,5.2,1.6,0.2,18.3,3,0,0.2,0,12.8,0,0.4,0.4,0.1,8.6,0,2.9,1.1,1.9,2.3,5.8,3,8.8,0.6,1,0,3.6,5.5,7.3,0.5,1076,Uwe Pflaumann
M12/1,GeoB1209-1,-24.5117,7.2833,20/03/1990,-3303,0,4.2,9.7,2.4,0,0.6,3.2,0.4,0.8,11.2,0.8,6,1.3,0,20.2,1.5,0,0.2,0,11.8,0,0,0,0,8.1,0.7,3.3,0.3,1.8,2,4.7,3,7.7,0.8,1.1,0,2.3,5.5,6.3,0.1,819,Uwe Pflaumann
M12/1,GeoB1210-3,-24.485,7.4383,20/03/1990,-3750,0,3,14.1,2.5,0,0,3.7,0.2,0,15.5,1.1,4.9,0.6,0,17.3,3.3,0,0,0.3,12.2,0,0.6,0.6,0.1,7,0.3,2.5,0.6,1.9,0.1,4.5,2.7,7.2,0.1,1.1,0,3.4,3,9.2,0,894,Uwe Pflaumann
M12/1,GeoB1211-1,-24.4733,7.5367,20/03/1990,-4089,0,3,6.1,0.9,0,0.3,0.9,0.2,0.8,19.6,0.5,2.4,2.3,0,31.6,3.2,0,0.1,0.3,8.7,0,0,0,0,4.9,0,2.6,0.6,0.5,0,3,4.9,7.8,0.9,1.9,0,4.1,0.9,7.7,0,679,Uwe Pflaumann
M12/1,GeoB1215-1,-24.8367,6.845,22/03/1990,-2761,0,4,9.2,1,0,0,1.3,0.2,0.9,12.1,0,6.1,1.6,0,20.6,6.4,0,0,0.5,7.1,0,0.3,0.3,0,6.8,0,4.1,1.5,3.6,1.6,4.8,4.5,9.3,0.2,1.8,0,6.6,3,4,0,660,Uwe Pflaumann
M12/1,GeoB1216-2,-24.925,6.7883,22/03/1990,-2263,0,4.7,14.2,1.7,0,0.5,1.3,0,0.8,19.5,0.3,8.1,1.4,0,15.5,1.2,0,0,0.8,7.5,0,1.1,1.1,0,8,0,1.4,0.8,2.8,3.2,2.8,1.4,4.2,0.3,0.6,0,1.5,1.8,5.6,0,726,Uwe Pflaumann
M12/1,GeoB1217-1,-24.945,6.725,22/03/1990,-2007,0,4,13.6,1.7,0,0,1.7,0,1.3,17,0.9,6.4,2.1,0,16.1,1.7,0,0,0.4,11,0.4,0.4,0.8,0,6.8,0,1.7,0.9,3,2.5,4.2,0.9,5.1,0,1.3,0,1.7,0,11,0,658,Uwe Pflaumann
M12/1,GeoB1218-1,-25.1683,5.9183,22/03/1990,-1023,0,5.4,16.2,4.3,0,0.3,0.7,0.1,0.9,7.9,0,8.3,1.4,0,15,2.5,0,0,0.1,9.2,0,1,1,0,7.2,0.1,0.9,0.3,1.6,2.1,6,7.4,13.3,0,0.9,0,2.5,2,7.2,0.4,549,Uwe Pflaumann
M12/1,GeoB1220-2,-24.0333,5.3067,23/03/1990,-2266,0,3.3,12.8,4.2,0,0.2,1.4,0.2,0,7.1,0.4,8.8,2.1,0,17.2,5.1,0,0,0,9.4,0,1.8,1.8,0.1,5.9,0,3.7,0.6,2.3,4.3,3.3,3.2,6.5,0.6,1.6,0,5.7,2.7,6.7,0.6,574,Uwe Pflaumann
M15/2,GeoB1306-1,-35.2067,-26.765,28/01/1991,-4057,0,1.4,10.4,0,0,1.1,0.4,0,0,1.8,0,0.6,7.5,0,19.8,0,0,0,0.6,47.8,0,0,0,0,2.2,0,0.3,0,0,0,5.1,0.8,5.9,0,0.1,0,0,0.6,47.3,0.2,357,Uwe Pflaumann
M15/2,GeoB1306-2,-35.2067,-26.7633,28/01/1991,-4058,0,3,5.2,0.7,0,3.5,0,1.4,0,0.9,0.5,1.4,6.2,0,21.4,1,0,0,0.2,12.6,0,0,0,0,26.6,0,1.1,0.7,0.5,0.5,4.6,6.8,11.4,0.3,1,0,1.3,0.5,12.2,0,432,Uwe Pflaumann
M15/2,GeoB1307-2,-33.6017,-27.665,30/01/1991,-4006,0,1.3,9,1.2,0,0.9,0.5,0,0.7,3.3,1,0.5,6.6,0,20.1,0,0,0,0.5,30.9,0,0,0,0,10.8,0,0.4,0.2,0.7,0.2,9.7,1.1,10.8,0,0.4,0,0,0.2,30.6,0.1,570,Uwe Pflaumann
M15/2,GeoB1308-1,-32.7867,-27.75,30/01/1991,-3622,0,2,13.5,2.5,0,1,0.2,0.6,0.4,1.8,1.7,3.4,4.3,0,17.6,0,0,0,0.1,11.2,0,0,0,0.4,20.2,0.6,1.4,0.2,5.8,1.1,6.9,3.1,10,0,0.2,0,0,0.1,11.2,0,705,Uwe Pflaumann
M15/2,GeoB1309-3,-31.6667,-28.665,31/01/1991,-3963,0,3,6.3,0.5,0,2,0,0,0.3,1.1,0.8,0.8,6.5,0,17.3,0.6,0.3,0,0.3,7.3,0,0,0,0,32.8,0,2.7,1.4,1.1,0,6.4,7.9,14.3,0,1,0,0.6,0.3,7.1,0,510,Uwe Pflaumann
M15/2,GeoB1310-1,-31.5883,-28.9033,31/01/1991,-3346,0,1.7,15,0.8,0,0.9,0.5,0,0.3,2.1,3,4.8,3.4,0,16.7,0.1,0,0.1,0.3,7.6,0,0.1,0.1,0.8,23.4,0.5,0.9,0.6,6.3,0,5.7,2.9,8.6,0.1,0.4,0,0.3,0,7.6,0.9,768,Uwe Pflaumann
M15/2,GeoB1311-2,-31.5133,-29.0983,01/02/1991,-2899,0,4.7,13.3,2.1,0,3,0.3,0.7,0.5,0,0.8,4.9,3.6,0,11,1.2,0,0,0,0.6,0.5,0,0,2,29.2,0,2.2,1.4,5.9,2.3,1.5,8.5,10,0,0,0,1.2,0.2,0.5,0.1,501,Uwe Pflaumann
M15/2,GeoB1312-3,-31.6617,-29.6567,01/02/1991,-3436,0,4.6,12.2,2.3,0,0.9,0.1,0.3,0.9,0.4,2.1,4.9,3.8,0.3,10.6,0.1,0.5,0,0,4.3,0,0,0,0.9,29.7,1,1.2,0.5,6.7,2.7,3.2,5.6,8.9,0.1,0.6,0,0.2,0,4.3,0,781,Uwe Pflaumann
M15/2,GeoB1313-1,-31.6617,-30.0333,01/02/1991,-3698,0,2.1,14,2.7,0,1.3,0.2,0.2,0.7,0.8,0.8,3,7.4,0,11.3,0.3,0,0,0,5.1,0,0,0,1.4,29.1,0,1.6,0.4,5.4,3.2,3.6,4.8,8.4,0,0.4,0,0.3,0.2,4.9,0.3,788,Uwe Pflaumann
M16/1,GeoB1403-2,-1.1983,-11.7117,05/04/1991,-3692,0,4.4,6.6,0.7,0,0.2,0.9,0,0.5,4,0.9,17.8,0,0,0.8,5.1,0,3.3,0,2.6,0,0,0,5.5,30.1,1.8,7.3,4.5,0.9,0.7,0,0,0,0.9,0,1.1,6,0,2.6,0.2,814,Uwe Pflaumann
M16/1,GeoB1405-7,1.79,-11.1333,07/04/1991,-4393,0,1.3,1.9,0,0,0.6,1.9,0,0,14.5,0,3.6,0,0,2.1,15.3,0,4,0,0.6,0,0,0,2.3,18.2,0.2,15.5,13.6,0,0.2,0,0.2,0.2,2.1,0.8,0,17.4,0,0.6,1.3,530,Uwe Pflaumann
M16/1,GeoB1407-7,-4.3283,-10.2533,10/04/1991,-3520,0,4,3.1,0,0,0.2,0.5,0.6,0.4,4.3,0,12.2,0,0,1.2,7.1,0,2.5,0,0.7,0,0,0,10.9,30.7,1.1,9.6,6.3,1.1,0.2,0,0.1,0.1,1.6,1.6,0,8.7,0,0.7,0,827,Uwe Pflaumann
M16/1,GeoB1408-3,-12.8183,-6.185,14/04/1991,-1848,0,7,7.2,3.2,0,0.6,1.1,0.2,0.9,2,1.7,18.7,0.5,0,2.7,1.9,0,0.6,0,0.7,0,0,0,3,30.5,1,9.1,1.8,1,1,0.3,0.1,0.4,2.4,0.7,0,4.3,0,0.7,0.1,515,Uwe Pflaumann
M16/1,GeoB1413-2,-15.675,-9.4567,17/04/1991,-3785,0,4.2,7.7,4.3,0,0.7,3.7,0.5,0.3,1.3,2.2,12.6,0.2,0,7.6,4.1,0,1.4,0,1.6,0,0,0,2.2,33.1,0.4,7.1,1.8,0.5,0,0.1,1.1,1.2,0.6,0.8,0,4.7,0,1.6,0.1,696,Uwe Pflaumann
M16/1,GeoB1414-2,-15.5283,-10.7283,17/04/1991,-3605,0,5.9,5.9,4.4,0,0.9,2.5,0.5,1.2,1,1.3,21.3,0.4,0.6,4.6,3.8,0.1,1.5,0,0,0.1,0,0,2.3,24.6,2.3,6.6,2.5,0.4,0,0.1,1.5,1.6,1.9,2.2,0,5.7,0,0,0,724,Uwe Pflaumann
M16/1,GeoB1415-1,-15.53,-11.5783,18/04/1991,-3116,0,7.6,3.6,2.1,0,1.1,3,0.2,0.6,1.2,0.9,16.8,0,0.2,5.2,2.6,0,2.2,0,0.2,0,0,0,2,30.6,0.6,7.9,2.3,1.1,1.9,0,2.6,2.6,2.1,1.4,0,4.7,0,0.2,0,716,Uwe Pflaumann
M16/1,GeoB1418-1,-15.5333,-14.885,19/04/1991,-3524,0,4.3,2.5,0,0,0,1.5,0.1,1.2,1,2.1,20.6,0,0,1.6,0.9,0.9,1.3,0,0,0.1,0,0,3.8,40.3,1,6,1.7,0.7,3.5,0.5,1.7,2.2,1.2,1.8,0,2.1,0,0,0.4,618,Uwe Pflaumann
M16/1,GeoB1419-1,-15.5383,-17.07,19/04/1991,-4024,0,6.5,7.8,1.5,0,1.7,0.9,0,2.3,0.4,1.3,11.8,0,0,2.1,0.6,0,0,0,0,0,0,0,2.9,44.2,0.2,4.8,2.5,0.4,3.4,0.4,1.7,2.1,1.1,1.3,0,1.7,0,0,0,523,Uwe Pflaumann
M16/1,GeoB1420-1,-15.3533,-18.6867,20/04/1991,-4587,0,7,5,2,0,4.5,1.7,0.8,2,2,0.6,5.6,0,0,3.6,0.6,0.3,0,0,0,0,0,0,0.3,38.7,0.8,11.7,5.8,0,0.6,0.3,3.1,3.3,1.7,2,0,2.2,0,0,0,359,Uwe Pflaumann
M16/2,GeoB1503-2,2.31,-30.6483,02/05/1991,-2298,0,6,0.7,0,0,0.7,0.7,0.2,0.5,6.3,0.3,8.4,0,0,1.6,5,0.1,1.8,0,0.5,0,0,0,3.8,24.8,1,23.3,8.6,0,0.5,0,2,2,2.4,0.9,0,7.4,0,0.5,0,585,Uwe Pflaumann
M16/2,GeoB1504-1,2.2883,-31.2867,03/05/1991,-2980,0,5.1,1.2,0,0,0.6,0.1,0.1,0.1,2.7,0,5.5,0,0,0.1,7.2,0,1.5,0,0,0,0,0,3.4,42.6,1.1,18.3,6.2,0.6,1.8,0,0.1,0.1,1.2,0.4,0,8.4,0,0,0.2,847,Uwe Pflaumann
M16/2,GeoB1505-3,2.2733,-33.0067,03/05/1991,-3703,0,5,1.1,0.4,0,0.1,0.4,0.1,0.4,2.2,0.1,6.7,0,0,0,6.8,0.2,1.6,0,0,0,0,0,3.7,39.5,0.4,19.9,7,0.4,0.5,0.1,0.2,0.3,1.9,1.4,0,8.7,0,0,0,829,Uwe Pflaumann
M16/2,GeoB1506-1,2.205,-35.1817,04/05/1991,-4267,0,3.7,1.7,0,0,0.4,0.1,0,0.1,1.5,0.1,6.1,0,0,0,4.6,0.3,0.4,0,0,0,0,0,1.4,48.1,0.1,20.5,8.4,0.4,0.4,0,0.2,0.2,1.2,0.4,0,5.8,0,0,0,806,Uwe Pflaumann
M16/2,GeoB1508-1,5.3333,-34.025,06/05/1991,-3685,0,4,1.1,0.3,0,0.5,0.2,0,0.2,3.9,0,8.3,0,0,0.1,2.1,0.4,0.4,0,0,0,0,0,4.3,40,0.2,19.1,9.7,1.9,0.4,0,0.6,0.6,1.5,1.2,0,3.6,0,0,0,906,Uwe Pflaumann
M16/2,GeoB1509-2,5.0433,-35.2417,07/05/1991,-4102,0,4.1,1,1.2,0,0.5,0.1,0.1,0.8,3.5,7.5,0,0,0,0,2.2,0,0.8,0,0,0,0,0,2.1,39.2,0.8,20.4,11.7,0.5,0.5,0,0.5,0.5,1,1.5,0,3.2,0,0,0.1,646,Uwe Pflaumann
M16/2,GeoB1510-1,4.7267,-36.5117,07/05/1991,-4392,0,6,0.9,0.3,0,0.3,0,0.1,0.3,2.8,0,4.7,0,0,0,3.6,0,1.6,0,0.3,0,0,0,2.1,35,0,26.7,11.6,0.3,0.3,0,0.3,0.3,1.8,1,0,5.4,0,0.3,0,662,Uwe Pflaumann
M16/2,GeoB1511-6,3.1783,-46.3433,10/05/1991,-3162,0,10,0.6,1,0,1.9,0,0.1,0.1,6.1,0,3.6,0,0,0,8.1,0,9.8,0,0.1,0,0,0,3.2,19.8,0.3,15.7,12.8,0.1,0,0,0.1,0.1,5.4,1.2,0,13.5,0,0.1,0,791,Uwe Pflaumann
M16/2,GeoB1512-2,5.9033,-48.04,12/05/1991,-3718,0,7,1.2,1.6,0,0,0,0,0.5,2.5,0,3.6,0,0,0,5.4,0.3,1.6,0,0,0,0,0,0.9,51.4,0.9,12.6,6.7,1.2,0,0,0,0,1.8,1,0,7.2,0,0,0,659,Uwe Pflaumann
M16/2,GeoB1513-2,5.4317,-46.9267,12/05/1991,-3621,0,7.4,1,0.7,0,0.4,0,0,0,3.1,0,6.9,0,0,0,8.3,0.3,1.8,0,0,0,0,0,3.4,39.2,0,15.4,7.4,0.8,0.2,0,0.1,0.1,2.2,1.3,0,10.5,0,0,0.5,773,Uwe Pflaumann
M16/2,GeoB1514-4,5.1383,-46.575,13/05/1991,-3511,0,6.2,2.3,0.5,0,0.4,0.1,0.2,0,2.9,0,5.9,0,0,0,8.4,0,1.8,0,0,0,0,0,3.7,43,0,14.6,6,0.8,0,0,0,0,2.6,0.6,0,11,0,0,0.2,693,Uwe Pflaumann
M16/2,GeoB1516-1,4.4967,-43.3367,15/05/1991,-3592,0,9.6,1.2,0,0,0.6,0.3,0.6,1.8,8.1,0,0.6,0,0,0,3.6,0,7.5,0,0.3,0,0,0,0.3,14.1,0,29,6.3,0,0,0,0.9,0.9,15.3,0,0,18.9,0,0.3,0,334,Uwe Pflaumann
M16/2,GeoB1518-1,5,-42.75,16/05/1991,-4620,0,7,2,1.7,0,0.1,0,0.1,0.6,2.7,0,7.3,0,0,0,5.6,0,1.3,0,0,0,0,0,2.8,37.3,0.6,18.4,8.5,0.6,0.9,0,0.1,0.1,1.7,0.8,0,7.2,0,0,0,666,Uwe Pflaumann
M16/2,GeoB1519-2,4.705,-41.9333,16/05/1991,-4199,0,5.7,1.2,0.8,0,0.2,0.1,0.1,0,2,0,6.1,0,0,0,3.2,0.1,1.5,0,0.1,0,0,0,3.1,43.2,0.7,17.7,9.5,0.6,0.6,0,1,1,1.1,1.4,0,4.3,0,0.1,0,866,Uwe Pflaumann
M16/2,GeoB1520-1,4.5917,-41.935,16/05/1991,-3911,0,6,1,0.7,0,0.3,0.1,0.1,0.1,3.3,0.1,5,0,0,0,4,0,0.9,0,0,0,0,0,4.1,42.4,0.9,18.5,8.8,0.1,0.3,0,1,1,1.3,1.1,0,5.3,0,0,0,830,Uwe Pflaumann
M16/2,GeoB1521-2,4.3117,-41.8283,17/05/1991,-3725,0,7,1.6,2.1,0,0.4,0.2,0.1,0.4,3.1,0,9.8,0,0,0,2.7,0.2,1.7,0,0,0,0,0,3.1,34.7,2.3,17.4,8.1,0.9,0.2,0.2,0.7,0.9,2.2,1.1,0,4.9,0,0,0,786,Uwe Pflaumann
M16/2,GeoB1522-1,4.025,-41.6833,17/05/1991,-3478,0,5.2,0.9,0.9,0,0.5,0.2,0.3,1,0.7,0,6.6,0,0,0,5,0.3,0.9,0,0,0,0,0,1.9,39.6,0.3,21.1,10.1,0.9,0.7,0,0.2,0.2,1.2,1.4,0,6.2,0,0,0.3,659,Uwe Pflaumann
M16/2,GeoB1523-2,3.815,-41.6217,17/05/1991,-3291,0,6,1,1,0,0.4,0,0.1,0.3,1.7,0,6.8,0,0,0,7.3,0.1,0.9,0,0,0,0,0,3.5,36.4,1.2,20.8,7.1,1.7,0.3,0,0.2,0.2,2.1,1.1,0,9.4,0,0,0,752,Uwe Pflaumann
M17/1,GIK23373-1,67.01,2.9167,18/07/1991,-1338,0,0,3.6,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,38.3,39.3,7.3,7.3,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.3,0,332,Uwe Pflaumann
M17/1,GIK23373-1,67.01,2.9167,18/07/1991,-1338,0,0,1.7,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,62.8,16.1,11.3,6.1,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1,0.1,311,Uwe Pflaumann
M17/1,GIK23390-1,74.9533,13.005,26/07/1991,-2114,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3,5,6.2,5.3,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,415,Uwe Pflaumann
M17/1,GIK23398-1,76.4383,9,29/07/1991,-2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.8,1.6,2.9,3.7,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,496,Uwe Pflaumann
M17/1,GIK23398-2,76.4367,9,29/07/1991,-2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.3,1.3,3.7,1.7,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,Uwe Pflaumann
M17/1,GIK23400-1,72.35,-7.8083,01/08/1991,-2628,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,96.1,2.8,0.4,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,360,Uwe Pflaumann
M17/1,GIK23400-3,72.3517,-7.8033,01/08/1991,-2628,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.2,2.9,1.7,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,395,Uwe Pflaumann
M17/1,GIK23402-2,68.7367,0.1667,04/08/1991,-2412,0,0,4,0,0,0,0,0,0,0,0,1.6,0,0,0.1,0,0,0,41.5,16.4,20.7,15.8,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,0.1,741,Uwe Pflaumann
M17/1,GIK23402-2,68.7367,0.1667,04/08/1991,-2412,0,0,4.8,0,0,0,0,0,0,0,0,0.6,0,0,0.4,0,0,0,45.8,21.6,15.8,11,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,21.4,0,562,Uwe Pflaumann
M17/2,GIK23413-3,54.8317,-18.385,21/08/1991,-1052,0,0,25.9,0,0,0,0,0,0,0.9,0,9.5,0.6,0,5.3,0,0,0,3.3,48.7,1.7,2.9,4.6,0,0.4,0,0,0,0.6,0,0.1,0.1,0.2,0,0.1,0,0,0,0,0,908,Uwe Pflaumann
M17/2,GIK23414-7,53.5383,-20.2883,22/08/1991,-2201,0,1,26.2,0,0,0,0.2,0,0,2,0,14.5,0.1,0,8.9,0,0,0,1.1,40.8,2,1.3,3.3,0,0.3,0,0,0,0.9,0,0,0.1,0.1,0,0.6,0,0,0,0,0,809,Uwe Pflaumann
M17/2,GIK23417-7,50.6733,-19.435,24/08/1991,-3843,0,0.4,26.8,0,0,0,0,0,0.3,3.4,0,9.5,0.3,0,7.9,0,0,0,0.4,44.4,0.8,1,1.8,0,0,0,0,0,2.5,0,0.1,1.2,1.3,0,0.7,0,0,0,0,0.4,636,Uwe Pflaumann
M17/2,GIK23418-6,52.5,-20.335,25/08/1991,-2842,0,1.2,25.8,0.1,0,0,0,0,0.4,1.9,0,15.8,0.2,0,4.5,0,0,0,0.1,47.4,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0.1,0,0,0,0,0.3,593,Uwe Pflaumann
M19,GIK10720-1,20.3533,-17.9333,01/01/1970,-1008,0,1,36,0,0,0,0.1,0,0,12.2,0,1.3,0.3,0,21.1,0.8,0,0,0.5,19.4,0,0.5,0.5,2.5,1.8,0,2,0.1,0.3,0,0,0,0,0,0.1,0,0.8,4.1,15.4,0,529,Uwe Pflaumann
M19,GIK10737-1,30.2117,-28.2967,01/01/1970,-1940,0,2,19.9,2.7,0,0.3,0.3,0,0.7,0.4,4.2,14.8,1.3,1.5,1.2,0.1,0.3,0,0,0,0,0,0,0.2,30.5,2.4,3.9,0.5,1.9,6.3,0,5.3,5.3,0,0.9,0,0.1,0,0,0,575,Uwe Pflaumann
M19,GIK10749-1,34.3967,-15.6333,01/01/1970,-3600,0,1.7,21.3,5.9,0,0.3,0.4,0,0.4,4.2,3.1,6.8,1.8,0.4,14,0.1,0,0.1,0.2,3.6,0,1.1,1.1,0.3,15.7,0.4,4.1,2,3.7,0.7,0,7.2,7.2,0,0.8,0,0.1,0,0,0,564,Uwe Pflaumann
M2/1,GIK23037-2,65.515,-0.1117,22/06/1986,-3062,0,0,7.1,0,0,0,0,0,0,0.6,0,1.1,0,0,0.3,0,0,0,53.7,18.9,8.6,9.4,18,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,0,570,Uwe Pflaumann
M2/1,GIK23039-3,67.6517,5.8033,24/06/1986,-1428,0,0,6.9,0,0,0,0,0,0,0,0,1.4,0,0,0.3,0,0,0,45.9,37.2,3.8,4.5,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,35.9,0,433,Uwe Pflaumann
M2/1,GIK23041-1,68.6967,-0.2367,26/06/1986,-2258,0,0,9.3,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,41.8,14.1,0,34.7,34.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,13.7,0,594,Uwe Pflaumann
M2/1,GIK23042-1,69.9967,-0.0417,27/06/1986,-3294,0,0,3,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,45.1,10.2,22.7,18.4,41.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,329,Uwe Pflaumann
M2/1,GIK23043-3,70.2583,-3.3483,28/06/1986,-2133,0,0,9.6,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,45.3,6.7,0,38.2,38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,6.4,0,435,Uwe Pflaumann
M2/1,GIK23044-1,68.235,2.5483,30/06/1986,-2387,0,0,6.3,0,0,0,0,0,0,0.2,0,1.1,0,0,0,0,0,0,48.3,22.4,7.3,14,21.3,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0.4,22.1,0,426,Uwe Pflaumann
M2/2,GIK23058-2,69.5,3.0017,05/07/1986,-3276,0,0,2.3,0,0,0,0,0,0,0,0,0.6,0,0,0.3,0,0,0,41.1,16.6,0,39.1,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,Uwe Pflaumann
M2/2,GIK23059-2,70.305,-3.1217,06/07/1986,-2283,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7,3.5,0,31.9,31.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,Uwe Pflaumann
M2/2,GIK23060-2,70.0017,-2.995,07/07/1986,-3229,0,0,4.7,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,55,5.2,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,Uwe Pflaumann
M2/2,GIK23067-2,68.0917,1.425,11/07/1986,-2837,0,0,3.6,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,53.5,19.1,0,23.1,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,Uwe Pflaumann
M2/2,GIK23068-2,67.8333,1.5017,11/07/1986,-2228,0,0,7.6,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,49.2,24.8,0,15.5,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,404,Uwe Pflaumann
M2/2,GIK23070-2,67.34,2.165,12/07/1986,-1505,0,0,4.9,0,0,0,0,0,0,0,0,1.1,0,0,0.1,0,0,0,51.5,28.1,0,14.3,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,Uwe Pflaumann
M2/2,GIK23071-2,67.085,2.9067,12/07/1986,-1306,0,0,4.1,0,0,0,0,0,0,0,0,0.5,0,0,0.7,0,0,0,59.5,18.6,0,16.6,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,Uwe Pflaumann
M2/2,GIK23073-2,66.8317,4.415,13/07/1986,-1338,0,0,4.6,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,59.4,28.2,0,5.2,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,Uwe Pflaumann
M20/2,GeoB1701-1,1.95,3.55,29/12/1991,-4163,0,0.6,0,2.4,0,0,1.8,3.1,1.2,31.8,0,0,0,0,9.1,21.9,0,3.6,0,0.6,0,0,0,3,4.2,0,2.4,3.6,0,0,0,0,0,9.2,1.4,0,31.1,0.6,0,0,282,Uwe Pflaumann
M20/2,GeoB1702-6,-6.5667,10.3167,02/01/1992,-3088,0,4.4,10.3,3.8,0,1.2,0.1,0.3,0.9,2.2,4.5,6.4,2.8,1.2,4,0,0,3,0,2.4,0,0,0,0.8,33.9,0.6,7.3,1.3,0.6,3.1,2.8,1.6,4.4,0,0.9,0,0,0.2,2.1,0.6,827,Uwe Pflaumann
M20/2,GeoB1704-1,-19.4067,11.6117,07/01/1992,-399,0,0,33.5,0,0,0,0,0,0,17.1,0,5.8,0,0,15.9,0,0,0,5.8,20,0,0,0,0.3,0.7,0,0,0,0,0,0,0,0,0,0.9,0,0,0,20,0,352,Uwe Pflaumann
M20/2,GeoB1705-2,-19.5,11.3817,07/01/1992,-647,0,0,54.2,0,0,0,0.4,0,0,17.9,0,0,0,0,20.7,0.1,0,0,0,3.6,0,0,0,0,0,0,0.6,0,0,0,0,0.1,0.1,0,2.1,0,0.1,0,3.6,0.3,279,Uwe Pflaumann
